TestId,Date,Time,Name,Segment,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Braking Phase,Propulsive Phase,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Impulse Ratio,Peak Braking Velocity,Takeoff Velocity,Peak Velocity,Avg. Relative Braking Power,Peak Relative Braking Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Avg. Braking Force,L|R Avg. Propulsive Force,L|R Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Peak Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,L|R Avg. Landing Force,L|R Landing Impulse Index,mRSI
a3j3jBYi50MayrBlqMuW,8/18/23,9:19:23,BC0027,,Setter,Countermovement Jump,,Pre-Training,717.569,11.00393736,171.2977,-12.78740198,6924.6575,-5321.0127,1728,240.8131,178.8454,1728,240.8131,0.285,0.146,0.304,0.735,107.5869,172.847,1.6066,-1.4825,2.3418,2.4611,-16.5155,-23.3318,23.1266,42.5718,3113.99,-0.2894,0.7051,14.5401,-0.6478,1.4135,3372,469.92,-9.312,6.8093,N/A,0.3803
KOJYPL2vGt64mJ2wLc3n,8/18/23,9:19:10,BC0027,,Setter,Countermovement Jump,,Pre-Training,717.381,10.98818933,171.1147,-13.03543349,6273.8854,-5145.9611,1704,237.5307,180.3915,1700,236.9731,0.296,0.157,0.297,0.75,105.9297,172.1198,1.6248,-1.4529,2.3399,2.4552,-15.7459,-21.2407,23.4128,41.7806,3055.31,-2.9152,-1.7484,-1.7259,-5.6705,-3.4465,3202,446.3458,-3.4978,-39.4474,-56.5693,0.3721
wC6BKHP56VPBbXa5XqHL,8/18/23,9:18:56,BC0027,,Setter,Countermovement Jump,,Pre-Training,718.906,11.05905547,172.0515,-12.17716574,7139.8601,-5616.0218,1737,241.6171,184.0794,1736,241.478,0.359,0.143,0.285,0.787,101.1369,173.1208,1.7117,-1.3853,2.3478,2.4622,-15.2293,-21.2573,23.8323,42.7714,3134.42,1.8155,0.653,19.4907,3.4801,1.325,4402,612.3193,-7.2694,-9.4757,-17.3056,0.357
w2mXADebQgIZOKTD4bny,8/19/23,14:53:13,BC0027,,Setter,Countermovement Jump,,POST MATCH,720.762,11.10629957,172.8558,-12.76771694,5796.2963,-5103.1484,1655,229.6181,180.7674,1655,229.6181,0.312,0.162,0.298,0.772,99.6816,174.2839,1.7484,-1.3669,2.3527,2.4659,-14.455,-19.4653,23.0855,43.4958,3195.73,-3.9254,-4.8681,3.0884,-7.5831,-9.2654,3439,477.1339,8.3454,50.2858,N/A,0.3654
C7N9B7yEWtiqaiEBfLEQ,8/19/23,14:53:01,BC0027,,Setter,Countermovement Jump,,POST MATCH,721.766,10.33070899,166.9296,-12.21653582,6646.2585,-5485.0048,1702,235.8105,181.8782,1699,235.3949,0.361,0.147,0.283,0.791,99.2154,168.0827,1.6941,-1.3547,2.2689,2.4102,-14.6656,-19.9644,22.9442,42.2798,3110.71,-0.6156,-1.5784,7.8813,-1.2651,-3.0934,3555,492.5419,2.2222,-17.6603,-29.98,0.3317
nouAfhaTUNkw5WsawKvu,8/19/23,11:29:35,BC0027,,Setter,Countermovement Jump,,PRE MATCH,733.357,11.28740194,177.3113,-12.92126026,7434.4828,-5490.7417,1802,245.7193,184.1782,1802,245.7193,0.322,0.145,0.288,0.755,108.9202,178.6792,1.6405,-1.4659,2.3719,2.4831,-16.4491,-23.2175,24.1437,43.546,3255.33,-5.1673,-0.2003,3.8961,-9.8672,-0.4233,3782,515.7106,7.8794,4.2275,N/A,0.3798
xNyhQkQELwi9YuippABk,8/19/23,11:29:19,BC0027,,Setter,Countermovement Jump,,PRE MATCH,732.236,10.88189011,173.8269,-12.32283504,6993.1034,-5555.9735,1739,237.4917,182.1487,1739,237.4917,0.358,0.145,0.29,0.793,102.5273,175.2976,1.7098,-1.384,2.3288,2.4711,-15.1894,-21.002,23.5626,43.1902,3223.79,-2.9692,-1.7575,11.0454,-5.8311,-3.4329,3493,477.032,-14.9155,-12.7382,-22.5918,0.3486
drGV4TEEyXvpASW92Nxz,8/21/23,12:33:39,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,724.487,10.57480349,169.5271,-13.9251973,6305.7325,-4832.0269,1709,235.8911,177.2986,1707,235.615,0.287,0.157,0.303,0.747,113.0725,170.5224,1.5081,-1.5352,2.2955,2.4003,-16.7456,-24.4967,22.3659,41.7777,3085.36,-3.946,-0.807,10.303,-7.6494,-1.5957,3102,428.165,-7.1567,-28.4268,N/A,0.3595
O2uAufZvzzGF4kRbsJ9u,8/21/23,12:33:27,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,724.651,10.22834678,166.7753,-12.68897678,6064.1026,-5197.1019,1675,231.1458,178.6719,1673,230.8698,0.304,0.156,0.293,0.753,102.3814,167.8533,1.6395,-1.3912,2.2577,2.3626,-14.8492,-21.1799,21.8985,41.3444,3054.06,-0.8638,-0.9498,10.7822,-1.7631,-1.8549,2994,413.1644,-1.8036,-14.918,N/A,0.345
eAfj6vkuAE9Ilv6zdp0e,8/21/23,12:33:13,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,725.39,11.44094525,176.5582,-13.01574845,6820,-5266.0702,1741,240.0088,184.028,1741,240.0088,0.382,0.15,0.291,0.823,106.7435,178.224,1.6696,-1.4569,2.3877,2.4894,-16.0449,-22.3428,24.0131,43.9324,3248.54,-6.5965,-1.195,7.5269,-12.4363,-2.3744,3824,527.1647,-0.6799,-2.3066,-4.5033,0.3531
ZjBLPX3vcAHRE9bsWXgp,8/21/23,9:52:40,BC0027,,Setter,Countermovement Jump,,Pre-Training,727.443,11.89763818,180.5562,-13.3858272,8129.4964,-5452.2162,1854,254.8653,184.0968,1854,254.8653,0.299,0.139,0.296,0.734,115.0914,181.9954,1.5813,-1.562,2.4349,2.5352,-18.1764,-26.1132,24.9839,43.1095,3196.71,-8.0371,-1.194,10.7965,-14.9595,-2.3596,3587,493.0971,2.983,9.8651,N/A,0.4117
R9cXbgFmryBfZjlfPkcw,8/21/23,9:52:28,BC0027,,Setter,Countermovement Jump,,Pre-Training,727.943,11.36220509,176.5639,-12.95669333,6834.4371,-5336.383,1756,241.2277,182.047,1756,241.2277,0.298,0.151,0.297,0.746,102.3601,178.2429,1.7413,-1.3928,2.3794,2.4792,-15.2458,-20.6022,23.7634,42.7229,3170.22,-5.8407,-1.529,8.9147,-11.1006,-3.007,3126,429.4292,-1.4075,-11.2861,N/A,0.3868
cU4xWnHc9F9RcOYFTHq9,8/21/23,9:52:19,BC0027,,Setter,Countermovement Jump,,Pre-Training,728.136,11.29527595,176.1143,-13.62204768,7668.9655,-5314.347,1839,252.5627,184.8565,1839,252.5627,0.371,0.145,0.286,0.802,112.0988,177.6196,1.5845,-1.5211,2.3727,2.4768,-17.3863,-24.1349,24.3318,42.0799,3123.33,-0.1617,-0.5694,12.9496,-0.3893,-1.1177,3894,534.7902,1.1813,20.1171,N/A,0.3578
KKespAdkX8DB6XKNm1w2,8/22/23,12:23:40,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,718.917,11.94881928,178.8193,-13.35826814,6061.3497,-5034.5964,1708,237.5796,182.1925,1708,237.5796,0.329,0.163,0.304,0.796,102.1405,180.4732,1.7669,-1.4068,2.4401,2.5505,-15.0416,-19.6547,24.0908,46.1254,3380.26,-1.6809,1.7522,12.1457,-3.3674,3.449,3109,432.456,-0.2895,-2.7178,-5.2428,0.3812
ES7o2gf95Xq6U9EJIJzR,8/22/23,12:23:31,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,719.778,12.00393739,179.446,-12.76377994,8191.1765,-5635.2782,1827,253.8283,186.226,1827,253.8283,0.319,0.136,0.29,0.745,108.4332,180.8804,1.6681,-1.4881,2.4457,2.5517,-17.2701,-24.9061,24.9817,45.5021,3338.57,-0.1561,1.9881,17.4147,-0.4053,3.9076,3020,419.5738,7.2848,0.76,1.5102,0.4092
9JnMBF13VbuEnjzNrJ8v,8/22/23,9:39:30,BC0027,,Setter,Countermovement Jump,,Pre-Training,723.433,11.70866179,178.1416,-13.81496107,6696.7742,-5018.5856,1761,243.4227,179.4811,1759,243.1462,0.301,0.155,0.31,0.766,113.3509,179.1148,1.5802,-1.5408,2.4157,2.5366,-17.0827,-23.4077,23.9605,44.1743,3257.61,-4.4374,-3.9929,0.9634,-8.5208,-7.6634,3433,474.5429,2.6507,6.6275,N/A,0.3883
ntMI1yS3jPMxTZzsDgmj,8/22/23,9:39:18,BC0027,,Setter,Countermovement Jump,,Pre-Training,723.697,12.08267755,181.0196,-13.70866186,7576.3889,-5212.1872,1815,250.7956,183.3342,1815,250.7956,0.287,0.144,0.301,0.732,116.0486,182.4172,1.5719,-1.5826,2.4538,2.5489,-18.3574,-26.1583,24.7054,44.413,3276.41,-3.3671,-0.8438,14.5738,-6.5977,-1.6591,3047,421.0326,7.1218,-11.9904,N/A,0.4192
flIp9DYoYfBTFrpEmZ3V,8/22/23,9:39:10,BC0027,,Setter,Countermovement Jump,,Pre-Training,723.496,12.12992165,181.3155,-13.17322877,8014.1844,-5522.6086,1848,255.4264,187.3139,1848,255.4264,0.304,0.141,0.288,0.733,111.6946,182.8387,1.637,-1.5258,2.4585,2.5576,-17.723,-24.7413,25.3362,44.7079,3297.24,-1.1317,-0.8593,10.4425,-2.2984,-1.6848,4011,554.3915,2.5679,-16.1967,N/A,0.4203
aDxaVotzeL0OyuL9JxKq,8/29/23,12:42:08,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,732.115,11.11811059,175.6649,-13.55905555,6118.0124,-4976.2224,1714,234.1162,175.9851,1714,234.1162,0.306,0.161,0.317,0.784,106.818,177.191,1.6588,-1.4422,2.3538,2.4767,-15.5344,-21.1031,22.8501,43.0124,3210.00,-5.9227,-1.3386,14.3147,-11.2615,-2.6323,3088,421.7917,-50.2591,-53.0708,N/A,0.3602
Oe42G374SQiiAEej5fx4,8/29/23,12:41:57,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,732.014,11.30708698,177.1407,-13.34645712,6939.5973,-5206.1148,1765,241.1156,178.6824,1763,240.8424,0.293,0.149,0.308,0.75,113.0604,178.2667,1.5767,-1.5208,2.3739,2.4859,-17.0744,-23.8691,23.3167,43.3837,3237.25,-1.1682,-2.518,10.2515,-2.3618,-4.8959,3585,489.7447,7.113,41.6927,N/A,0.383
O0SNjSoDyU2HWJD6DyCq,8/29/23,12:41:47,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,732.515,11.25196886,176.8207,-13.11417365,6529.8013,-5151.8306,1716,234.2614,180.8029,1712,233.7154,0.367,0.151,0.299,0.817,109.2577,177.8215,1.6275,-1.4671,2.368,2.4833,-15.991,-22.5144,23.5289,43.4109,3241.50,0.8921,1.3217,6.0852,1.7452,2.6052,2888,394.2581,-41.482,-10.1513,N/A,0.3498
navrKo3spN3M3TlOEY8m,8/29/23,9:58:38,BC0027,,Setter,Countermovement Jump,,Pre-Training,732.364,11.72834683,180.4799,-14.26377998,6541.9355,-4830.2023,1750,238.9522,176.3343,1749,238.8157,0.321,0.155,0.323,0.799,115.4266,181.4289,1.5718,-1.5494,2.4175,2.5203,-17.1667,-24.298,23.2686,43.6264,3256.92,-7.0467,-5.0155,10.4536,-13.2335,-9.5344,2531,345.5932,-27.5385,-26.0333,-41.3123,0.3728
FMaxyrtPzDoNKTVNr1Gv,8/29/23,9:58:27,BC0027,,Setter,Countermovement Jump,,Pre-Training,732.48,11.83070904,181.3017,-14.34252014,6441.7178,-4902.2875,1786,243.8292,178.5537,1784,243.5561,0.304,0.163,0.315,0.782,114.3743,182.1238,1.5923,-1.5334,2.4281,2.5415,-16.7334,-22.4355,23.9687,43.9833,3284.09,-2.5207,-0.8615,10.8571,-4.9743,-1.696,2766,377.6212,-49.3854,-8.6378,-15.8717,0.3843
spDGUosjPzWXjfZHHj4s,8/29/23,9:58:15,BC0027,,Setter,Countermovement Jump,,Pre-Training,732.176,11.87795314,181.5944,-13.57086658,6610.3896,-5088.959,1754,239.5599,181.456,1753,239.4233,0.33,0.154,0.305,0.789,105.9209,182.7588,1.7254,-1.4254,2.4331,2.537,-15.4733,-21.2364,24.047,44.7217,3337.83,-5.638,0.2991,14.7348,-10.7594,0.6047,2535,346.2282,-62.6824,-29.8983,-46.0356,0.3824
e3HhthYdyXtOYYwBrVa0,8/30/23,12:35:42,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,746.261,11.08661453,178.8051,-13.07874058,6477.9874,-5351.8592,1778,238.2544,178.6768,1778,238.2544,0.302,0.159,0.306,0.767,106.3935,180.5361,1.6969,-1.4119,2.3505,2.4701,-15.2546,-20.3939,23.4036,41.7717,3177.64,-6.4681,0.3061,33.2039,-12.3098,0.628,3076,412.1882,-2.9909,-26.4728,-41.828,0.3671
gssOUNsQLKGq0JuRsFmC,8/30/23,12:35:31,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,745.745,10.50000034,173.892,-13.07480357,5574.0741,-4953.2232,1645,220.5848,173.2731,1645,220.5848,0.336,0.162,0.319,0.817,106.4498,175.1133,1.645,-1.4071,2.2875,2.3992,-14.6784,-20.5544,21.5114,41.8525,3181.58,-4.8925,-1.6482,20.7087,-9.422,-3.2288,3583,480.4591,0.3628,-23.8374,N/A,0.3264
WLtinuL67omUp6hVaAHc,8/30/23,12:35:19,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,746.615,10.45275624,173.6962,-12.95275632,6122.5806,-5124.6407,1686,225.8192,180.2325,1686,225.8192,0.346,0.155,0.291,0.792,107.6977,175.1415,1.6262,-1.4248,2.2822,2.3921,-15.1499,-21.4077,22.3519,41.9343,3191.51,-2.8798,-1.8571,4.5311,-5.6279,-3.6451,3869,518.2055,4.9884,-4.0447,-7.7377,0.3352
K53iOOkBxWktJkFl301D,8/30/23,9:57:46,BC0027,,Setter,Countermovement Jump,,Pre-Training,738.099,11.21259878,177.8476,-14.6181107,6835.5263,-4790.8039,1779,241.0246,175.5064,1775,240.4826,0.305,0.152,0.319,0.776,120.6975,178.6529,1.4802,-1.6055,2.3638,2.4619,-18.1195,-25.6999,23.0937,40.8863,3076.26,-2.7792,-0.4956,4.9086,-5.4407,-0.9831,3176,430.2946,4.471,-15.6496,-27.0214,0.367
d5jbzjDEVJ33dRupHbkB,8/30/23,9:57:36,BC0027,,Setter,Countermovement Jump,,Pre-Training,738.564,11.318898,178.8193,-13.98031541,6544.3038,-5004.4981,1777,240.602,176.9074,1774,240.1958,0.305,0.158,0.315,0.778,112.8114,179.7913,1.5937,-1.5019,2.3752,2.4765,-16.5206,-22.732,23.3879,41.3104,3110.13,-4.7142,-1.2506,17.6015,-9.0947,-2.4576,2722,368.553,0.3674,-41.8056,N/A,0.3696
acuU9nYdioeNavJTEDuZ,8/30/23,9:57:26,BC0027,,Setter,Countermovement Jump,,Pre-Training,737.793,11.4645673,179.7564,-13.79133902,6284.8101,-4938.207,1730,234.4831,177.8838,1730,234.4831,0.317,0.158,0.314,0.789,108.5747,181.2795,1.6696,-1.4545,2.3901,2.488,-15.7981,-21.3218,23.3341,41.6623,3133.35,-5.5117,-0.0417,34.139,-10.6051,-0.055,2939,398.3502,-1.2589,-36.4502,N/A,0.369
fvMQKHlrEc9yugbGXleP,9/5/23,12:37:15,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,728.083,12.12204763,182.4055,-14.11023667,6980.6452,-5050.3008,1810,248.598,181.6744,1810,248.598,0.318,0.155,0.308,0.781,109.8576,184.0454,1.6753,-1.4928,2.4577,2.5586,-16.6351,-22.4134,24.5138,45.194,3354.23,-3.1175,0.9259,17.7449,-6.1432,1.8346,3556,488.4059,2.081,-23.386,N/A,0.3942
jsruSzaS5jcFism8lVJv,9/5/23,12:37:04,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,728.226,11.53937045,178.0276,-14.29921306,5993.6709,-4619.6526,1678,230.423,175.0186,1674,229.8737,0.308,0.158,0.326,0.792,109.5473,178.9198,1.6333,-1.4782,2.3982,2.5026,-15.9831,-22.9363,22.4992,45.0755,3346.09,-0.0613,-1.9565,12.3548,-0.1753,-3.8056,3161,434.0685,10.4714,-52.6629,N/A,0.3701
oq1TVOC8PL4zlDdqaeFD,9/5/23,12:36:54,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,729.963,11.33858304,176.894,-12.27952795,6868.4211,-5688.1423,1774,243.026,186.0495,1771,242.615,0.283,0.152,0.282,0.717,100.6221,178.0044,1.769,-1.3577,2.3773,2.4862,-14.6529,-19.873,24.2843,44.0565,3278.25,-0.9401,-2.0205,2.4904,-1.878,-3.9541,3745,513.0397,0.0801,-25.4891,-40.6378,0.4017
t91JBkmXYxgHD1bHYQtv,9/5/23,12:28:43,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,706.116,13.85826816,189.1578,-11.45669328,6180.6452,-5724.6812,1666,235.9386,201.7905,1666,235.9386,0.462,0.155,0.264,0.881,90.455,190.5679,2.1068,-1.2669,2.628,2.7521,-13.28,-17.7011,28.3497,54.7601,3941.59,0.6328,-2.5018,-6.0543,1.2903,-4.8689,3417,483.9148,-71.1443,-63.2475,-77.4812,0.3995
PyYN60i9JbjvNvg0LOo8,9/5/23,12:28:32,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,706.113,15.09055166,197.3792,-10.90944917,6793.1034,-6109.4858,1693,239.7633,214.9391,1700,240.7547,0.351,0.145,0.244,0.74,91.4326,198.8614,2.175,-1.2814,2.7422,2.8365,-13.5831,-19.0682,30.9627,58.2478,4192.61,2.1151,0.9262,11.6751,4.0946,1.8499,3549,502.6108,-24.3167,-21.531,-35.4457,0.5179
KyqQkE1B2e0kzfFOvu08,9/5/23,12:28:04,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,707.336,14.3228351,192.6333,-11.47244131,7503.5971,-6011.9776,1752,247.6899,215.917,1756,248.2554,0.424,0.139,0.236,0.799,95.0413,194.3642,2.0451,-1.3327,2.6716,2.7733,-14.5315,-20.1816,30.3997,57.4988,4145.87,-1.2301,-0.1823,3.5475,-2.456,-0.36,3271,462.4393,-21.553,-18.0515,-30.5792,0.4553
fRU3REE1BXr1CcHK8csT,9/5/23,9:59:22,BC0027,,Setter,Countermovement Jump,,Pre-Training,722.974,11.92519723,179.6654,-14.01181147,6986.9281,-5037.8215,1793,248.0034,179.382,1793,248.0034,0.299,0.153,0.314,0.766,111.012,181.0907,1.6313,-1.5162,2.4379,2.5459,-16.9859,-23.1504,24.2264,43.8933,3234.83,-1.8653,-1.1895,0.6548,-3.6745,-2.3458,3527,487.846,2.5801,19.2388,N/A,0.3955
Wz1TFqnLP70V90GFyybx,9/5/23,9:59:13,BC0027,,Setter,Countermovement Jump,,Pre-Training,723.389,11.89763818,179.5622,-13.84252013,7547.2973,-5213.3961,1833,253.3906,182.1884,1833,253.3906,0.305,0.148,0.303,0.756,114.1619,181.0486,1.5859,-1.559,2.4351,2.5347,-17.9435,-24.8724,24.4259,44.1515,3255.73,3.4005,3.0884,19.9642,6.4985,6.0113,3555,491.4368,-5.654,25.6504,N/A,0.3998
CzAezt9zQZGUKDCFEtlu,9/5/23,9:59:04,BC0027,,Setter,Countermovement Jump,,Pre-Training,724.115,12.03937046,180.805,-13.74803194,7297.2973,-5176.8846,1808,249.6841,184.5985,1803,248.9936,0.316,0.148,0.295,0.759,109.797,181.6006,1.654,-1.4889,2.4495,2.5499,-16.7998,-22.8841,24.9787,44.2142,3263.63,-3.8282,-0.7506,7.4074,-7.4289,-1.491,3679,508.0685,5.246,-4.226,N/A,0.4029
W1EvZqLndR528Z7ULit3,9/6/23,11:05:16,BC0027,,Setter,Countermovement Jump,,Pre-Training,729.514,11.80314998,180.3544,-14.12992171,6666.6667,-4940.147,1773,243.0385,177.6976,1773,243.0385,0.296,0.156,0.319,0.771,114.6018,181.6785,1.5853,-1.5495,2.4253,2.5171,-17.304,-23.9816,23.744,42.7986,3182.69,-0.0044,-0.2164,17.1154,-0.0867,-0.4116,3555,487.3107,5.7665,13.071,N/A,0.3888
XXyyS2WIJapQGuFuCGmF,9/6/23,11:05:04,BC0027,,Setter,Countermovement Jump,,Pre-Training,729.168,11.67322872,179.2796,-13.81102406,6869.281,-5057.1246,1774,243.291,180.3059,1774,243.291,0.314,0.153,0.307,0.774,108.7913,180.6399,1.6604,-1.4726,2.412,2.5126,-16.303,-22.6931,23.955,43.0907,3202.89,-6.0814,-2.6071,6.3749,-11.5175,-5.0779,3687,505.6448,5.2346,-28.21,N/A,0.3831
XgThs4PDbQZZjMWaP1r5,9/11/23,12:48:13,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,734.463,11.88976416,182.253,-12.86614214,6912.7517,-5401.2155,1765,240.3116,176.6574,1765,240.3116,0.334,0.149,0.325,0.808,109.5495,183.8515,1.6783,-1.475,2.4343,2.5499,-16.4085,-22.9709,23.7702,43.6454,3267.68,-3.7407,-0.3994,16.1165,-7.2964,-0.7915,3500,476.5386,-3.6,1.5602,N/A,0.3738
adkxwRlVQkOw0SvHjwUL,9/11/23,12:48:02,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,733.294,11.82283502,181.4412,-13.44881933,6831.1688,-5202.038,1777,242.3312,183.3059,1777,242.3312,0.332,0.154,0.298,0.784,106.9692,182.9119,1.7099,-1.4414,2.4273,2.5284,-15.7929,-21.1108,24.3513,44.2876,3310.48,-0.7422,-0.9125,1.9011,-1.4864,-1.8014,3795,517.5278,1.1331,49.4881,66.1972,0.383
ZeDicnPbHWI6ILpi5MlW,9/11/23,12:47:50,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,733.617,11.63385864,180.0583,-16.12204776,6333.3333,-4249.0473,1740,237.181,184.926,1740,237.181,0.298,0.159,0.29,0.747,107.2539,181.5331,1.6926,-1.4445,2.4078,2.5142,-15.4871,-21.0811,24.2736,44.704,3343.08,-2.0481,-0.0839,9.8312,-4.0674,-0.1536,3973,541.5632,1.7367,10.2201,N/A,0.3956
smwjQWV8OOstFWw7oIwx,9/11/23,10:01:52,BC0027,,Setter,Countermovement Jump,,Pre-Training,729.558,11.9094492,181.1642,-13.83464611,7456.3758,-5250.5488,1845,252.8928,181.2047,1843,252.6187,0.302,0.149,0.306,0.757,112.9194,182.1878,1.6134,-1.5228,2.436,2.5334,-17.2561,-23.8685,24.4852,43.7212,3251.49,-2.2225,-1.725,4.5905,-4.3811,-3.3828,3504,480.2908,-0.7991,-24.118,N/A,0.3995
LT5GXX5Ctn460S2d6ehd,9/11/23,10:01:33,BC0027,,Setter,Countermovement Jump,,Pre-Training,730.674,11.31102398,176.8486,-14.36614219,6238.9937,-4716.5806,1721,235.536,174.2424,1719,235.2622,0.285,0.159,0.326,0.77,114.7583,177.6863,1.5484,-1.5427,2.3744,2.4757,-16.8823,-23.8057,22.7103,42.1792,3141.62,-1.2569,3.3825,23.1855,-2.5855,6.5476,3163,432.888,16.9776,-33.2959,N/A,0.3732
sOlZxsOKZF3fXfiwM71P,9/11/23,10:01:24,BC0027,,Setter,Countermovement Jump,,Pre-Training,729.436,11.57480352,178.5971,-13.51968547,6443.75,-5122.4879,1759,241.1452,178.7035,1754,240.4598,0.29,0.16,0.311,0.761,108.1802,179.4054,1.6584,-1.4564,2.4019,2.517,-15.8609,-21.0561,23.767,42.7711,3180.31,-3.207,-4.1695,9.6023,-6.2696,-7.9889,3549,486.5403,2.9586,11.0007,N/A,0.3864
BSNZpIrfFrg87YarzCX5,9/12/23,7:30:41,BC0027,,Setter,Countermovement Jump,,Pre-Training,748.177,10.66141766,175.787,-15.01968552,5795.3216,-4560.6107,1740,232.5653,173.8301,1738,232.298,0.316,0.171,0.318,0.805,121.6767,176.5117,1.4507,-1.5955,2.3049,2.4289,-17.1468,-23.8383,22.2448,41.8307,3190.29,2.9118,-0.7957,9.7881,5.6336,-1.5429,3383,452.1657,3.9905,-19.6378,N/A,0.3364
NUjEauPyxHhFYahGevio,9/12/23,7:30:31,BC0027,,Setter,Countermovement Jump,,Pre-Training,744.485,11.48818934,181.5995,-13.93700832,6150,-4883.756,1729,232.2411,178.3163,1728,232.1068,0.391,0.16,0.312,0.863,110.1424,182.7647,1.6593,-1.4572,2.3929,2.5038,-15.6667,-21.91,23.3625,43.3917,3293.01,-4.147,1.9344,25.2033,-8.0808,3.8095,3860,518.4792,4.715,24.6163,N/A,0.3382
eQtVAruDFVXVUfCY62sK,9/12/23,7:30:22,BC0027,,Setter,Countermovement Jump,,Pre-Training,743.467,11.59448856,182.1784,-13.15748074,6261.1465,-5167.7853,1727,232.2901,179.004,1727,232.2901,0.31,0.157,0.311,0.778,111.7917,183.5233,1.6417,-1.4833,2.4038,2.53,-16.0762,-22.2062,23.5037,44.697,3387.44,-2.1239,-3.9035,13.3266,-4.2237,-7.4838,4037,542.9965,4.434,-28.2975,-44.0904,0.3786
wztflqXWFDXI4CexGUL8,9/18/23,12:49:34,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,743.095,11.71653581,183.0342,-13.7322839,5909.6386,-4936.775,1722,231.7335,176.7517,1721,231.5989,0.294,0.166,0.321,0.781,112.6277,183.9265,1.633,-1.4892,2.4163,2.5312,-15.7662,-21.1762,23.3818,44.3816,3361.85,3.002,-0.6532,8.8685,5.8053,-1.271,4277,575.5657,-4.9334,26.1621,N/A,0.381
nee7OFfXhKbzs8I22cY8,9/18/23,12:49:10,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,748.244,12.06692952,187.0499,-12.26377992,7335.5705,-5925.2181,1846,246.711,188.1349,1843,246.31,0.473,0.149,0.284,0.906,102.2186,188.1887,1.841,-1.3457,2.4524,2.554,-14.6135,-19.206,25.2399,45.7696,3491.01,4.0423,-1.4525,10.8875,7.7379,-2.8391,4596,614.2381,1.1749,-20.2012,-33.5807,0.3383
MTxFfsnMlSv4mQgZl8Sd,9/18/23,9:57:34,BC0027,,Setter,Countermovement Jump,,Pre-Training,738.474,11.55118147,180.6173,-15.22440994,5670.5882,-4406.4064,1704,230.7461,174.3772,1704,230.7461,0.318,0.17,0.33,0.818,116.5814,182.0921,1.5619,-1.5588,2.3993,2.5211,-16.7458,-23.3392,23.0712,43.5301,3276.84,-1.861,0.7777,16.39,-3.7249,1.5583,4555,616.8125,3.8419,-41.3347,N/A,0.3587
Af6flBZpGCAKK5nXVqUo,9/18/23,9:57:25,BC0027,,Setter,Countermovement Jump,,Pre-Training,737.973,11.04724445,176.5105,-13.87401619,6849.0566,-5164.3807,1820,246.6215,184.4856,1820,246.6215,0.294,0.159,0.284,0.737,110.0013,177.9647,1.6178,-1.4722,2.3464,2.4532,-16.1009,-21.7003,23.9044,43.2048,3250.15,-4.4899,1.5577,11.4784,-8.6646,3.0522,3532,478.6083,35.7305,8.158,15.1133,0.3807
DAOY1nHKZTCZ8ZEK8784,10/24/23,11:42:12,BC0027,,Setter,Countermovement Jump,,POST PRACTICE,772.94,10.30314994,178.5494,-13.61023666,6685.5346,-5311.3888,1836,237.5346,172.8845,1834,237.2759,0.312,0.159,0.317,0.788,121.065,179.487,1.4826,-1.539,2.2661,2.3851,-16.7531,-24.038,22.1532,38.8569,3061.58,-1.5321,1.1933,20.7902,-3.1124,2.371,3317,429.1407,3.2861,-33.9173,N/A,0.3322
