Name,Session ID,Types,Description,Session begin date (UTC),Duration (hh:mm:ss),Time (hh:mm:ss),Position,Acceleration Load (load | high),Acceleration Load (load | low),Acceleration Load (load | medium),Acceleration Load (load | very high),Acceleration Load (max.),Acceleration Load (time | high) (hh:mm:ss),Acceleration Load (time | low) (hh:mm:ss),Acceleration Load (time | medium) (hh:mm:ss),Acceleration Load (time | very high) (hh:mm:ss),Acceleration Load / min,Anaerobic Activity (time) (hh:mm:ss),High Intensity Effort/Min,Jump Load (J),Jump Load / min (J),Jump Load per mass (J/kg),Jump Load per mass / min (J/kg),Total Workload,Changes of Orientation,Changes of Orientation / min,Exertions,Exertions (high),Exertions (low),Exertions (medium),Exertions (very high),Exertions / min,Exertions / min (high),Exertions / min (low),Exertions / min (medium),Exertions / min (very high),Jumps,Jumps (high),Jumps (low),Jumps (medium),Jumps (very high),Jumps (very low),Jumps / min,Jumps / min (high),Jumps / min (low),Jumps / min (medium),Jumps / min (very high),Jumps / min (very low),Jump Height,mRSI
CJ0023,209,Practice,Wednesday (10/18),10/18/2023,7245,6115,Middle Blocker,9.33,189.27,20.4,0.06,5.09,50,5959,106,0,0.44,26,2.15,21260.02,208.6,458.55,4.5,219.07,1,0.01,13,0,3,10,0,0.13,0,0.03,0.1,0,66,7,22,34,1,2,0.65,0.07,0.22,0.33,0.01,0.02,,
CJ0023,214,Practice,Tuesday (10/24),10/24/2023,8322,5784,Middle Blocker,21.46,189.16,38.03,0.75,5.73,97,5512,170,5,0.53,60,2.59,41663.25,432.19,898.62,9.32,249.4,4,0.04,49,1,20,28,0,0.51,0.01,0.21,0.29,0,115,30,17,51,7,10,1.19,0.31,0.18,0.53,0.07,0.1,,
CJ0023,215,Practice,Wednesday (10/25),10/25/2023,7413,6626,Middle Blocker,15.01,185.28,25.64,0.34,5.22,68,6433,123,2,0.42,37,2.05,27425.59,248.35,591.53,5.36,226.27,9,0.08,25,0,13,12,0,0.23,0,0.12,0.11,0,78,20,15,37,2,4,0.71,0.18,0.14,0.34,0.02,0.04,,
CJ0023,216,Practice,Thursday (10/26),10/26/2023,5672,5302,Middle Blocker,21.56,164.3,35.11,0.86,5.59,99,5035,164,3,0.52,58,2.51,41961.98,474.86,905.06,10.24,221.83,4,0.05,38,0,21,17,0,0.43,0,0.24,0.19,0,119,29,15,61,3,11,1.35,0.33,0.17,0.69,0.03,0.12,,
CJ0023,217,Match,CAL,10/27/23,5200,2276,Middle Blocker,15.02,99.83,27.25,0.18,5.13,68,2081,126,1,0.77,46,3.75,26981.96,711.3,581.96,15.34,242.28,4,0.11,35,0,16,19,0,0.92,0,0.42,0.5,0,74,29,2,26,4,13,1.95,0.76,0.05,0.69,0.11,0.34,,
CJ0023,218,Match,Stanford,10/29/2023,5060,3585,Middle Blocker,18.92,140.76,35.52,0.13,5.29,85,3332,167,1,0.67,47,3.27,32121.33,537.6,692.81,11.6,295.33,7,0.12,39,0,20,19,0,0.65,0,0.33,0.32,0,92,14,13,57,2,6,1.54,0.23,0.22,0.95,0.03,0.1,,
CJ0023,223,Practice,Tuesday (11/7),11/07/2023,9574,8539,Middle Blocker,18.6,248.24,39.14,0.16,5.26,86,8263,189,1,0.44,45,2.15,31621.17,222.2,682.03,4.79,306.15,7,0.05,32,0,19,13,0,0.22,0,0.13,0.09,0,103,5,35,56,0,7,0.72,0.04,0.25,0.39,0,0.05,,
CJ0023,224,Practice,Wednesday (11/8),11/08/2023,5823,5661,Middle Blocker,22.01,194.2,39.28,0.57,5.65,101,5374,183,3,0.56,62,2.71,38945.26,412.76,840,8.9,256.06,4,0.04,39,1,19,19,0,0.41,0.01,0.2,0.2,0,114,22,15,65,0,12,1.21,0.23,0.16,0.69,0,0.13,,
CJ0023,225,Match,Colorado,11/9/23,7443,4872,Middle Blocker,24.17,181.34,44.74,0.61,6.19,107,4547,215,3,0.64,68,3.09,42972.84,529.22,926.87,11.41,250.86,10,0.12,49,1,20,28,0,0.6,0.01,0.25,0.34,0,111,63,6,30,2,10,1.37,0.78,0.07,0.37,0.02,0.12,,
CJ0023,226,Match,Utah,11/11/23,5563,3514,Middle Blocker,18.68,132.99,34.62,0.18,5.37,87,3262,163,1,0.66,52,3.18,38649.26,659.92,833.61,14.23,186.47,4,0.07,36,0,19,17,0,0.61,0,0.32,0.29,0,102,40,11,39,5,7,1.74,0.68,0.19,0.67,0.09,0.12,,
CJ0023,227,Practice,Tuesday (11/14),11/14/2023,8926,8460,Middle Blocker,18.55,269.29,43.4,0.29,5.32,89,8156,213,1,0.49,53,2.35,40677,288.49,877.35,6.22,331.54,6,0.04,33,0,15,18,0,0.23,0,0.11,0.13,0,111,34,13,50,6,8,0.79,0.24,0.09,0.35,0.04,0.06,,
CJ0023,228,Practice,Wednesday (11/15),11/15/2023,7299,5791,Middle Blocker,17.04,200.34,36.3,0.91,5.77,81,5527,178,5,0.54,53,2.64,38058.97,394.33,820.88,8.51,254.58,5,0.05,34,1,13,20,0,0.35,0.01,0.13,0.21,0,106,23,12,45,11,15,1.1,0.24,0.12,0.47,0.11,0.16,,
CJ0023,230,Match,Oregon,11/17/23,7600,5182,Middle Blocker,30.81,188.77,49.79,1.28,5.7,132,4814,230,6,0.65,91,3.13,54906.47,635.74,1184.26,13.71,270.66,18,0.21,68,2,22,44,0,0.79,0.02,0.25,0.51,0,146,74,11,32,8,21,1.69,0.86,0.13,0.37,0.09,0.24,,
CJ0023,231,Match,Oregon State,11/19/2023,8252,4010,Middle Blocker,18.52,148.41,31.89,0.14,5.1,81,3776,152,1,0.61,53,2.98,35213.54,526.89,759.51,11.36,198.96,6,0.09,38,0,16,22,0,0.57,0,0.24,0.33,0,89,49,5,15,8,12,1.33,0.73,0.07,0.22,0.12,0.18,,
CJ0023,232,Practice,Monday (11/20),11/20/2023,5344,5225,Middle Blocker,18.3,164.85,32.39,1.41,5.79,84,4980,154,7,0.51,54,2.49,37729.15,433.25,813.77,9.34,216.94,2,0.02,33,4,12,17,0,0.38,0.05,0.14,0.2,0,98,29,7,46,10,6,1.13,0.33,0.08,0.53,0.11,0.07,,
CJ0023,233,Match,WSU,11/22/2023,9105,9046,Middle Blocker,18.07,247.35,39.21,0.77,5.59,80,8778,184,4,0.42,57,2.03,35262.49,233.89,760.56,5.04,305.39,9,0.06,37,3,10,24,0,0.25,0.02,0.07,0.16,0,95,44,8,23,4,16,0.63,0.29,0.05,0.15,0.03,0.11,,
CJ0023,234,Match,Arizona,11/25/2023,6234,6213,Middle Blocker,16.8,179.51,37.12,0.56,5.86,75,5960,175,3,0.47,48,2.26,31803.46,307.13,685.96,6.62,233.99,7,0.07,35,1,10,24,0,0.34,0.01,0.1,0.23,0,85,29,14,33,5,4,0.82,0.28,0.14,0.32,0.05,0.04,,
CJ0023,235,Practice,Monday (11/27),11/27/2023,7176,7149,Middle Blocker,19.41,205.54,39.81,0.23,5.57,95,6867,185,1,0.46,52,2.22,42032.77,352.77,906.59,7.61,264.98,5,0.04,28,1,13,14,0,0.23,0.01,0.11,0.12,0,112,44,10,52,0,6,0.94,0.37,0.08,0.44,0,0.05,,
CJ0023,236,Practice,Tuesday (11/28),11/28/2023,7523,7249,Middle Blocker,24.65,237.41,41.78,0.39,5.18,116,6933,198,2,0.52,68,2.52,47088.28,389.74,1015.63,8.41,304.24,7,0.06,47,0,25,22,0,0.39,0,0.21,0.18,0,130,42,22,55,2,9,1.08,0.35,0.18,0.46,0.02,0.07,,
CJ0023,237,Practice,Wednesday (11/29),11/29/2023,4569,4532,Middle Blocker,9.86,149.12,20.58,0,4.8,47,4378,108,0,0.49,28,2.38,18521.32,245.21,399.48,5.29,179.56,0,0,12,0,5,7,0,0.16,0,0.07,0.09,0,50,9,2,39,0,0,0.66,0.12,0.03,0.52,0,0,,
CJ0023,238,Match,Georgia,12/01/2023,5327,2444,Middle Blocker,9.62,99.49,17.27,0.54,5.41,42,2311,88,3,0.64,28,3.12,19429.48,476.99,419.07,10.29,126.92,2,0.05,19,0,4,15,0,0.47,0,0.1,0.37,0,57,19,8,9,6,15,1.4,0.47,0.2,0.22,0.15,0.37,,
CJ0023,239,Match,BYU,12/2/23,5480,2965,Middle Blocker,15.09,109.17,26.23,0.3,5.33,69,2769,125,1,0.63,43,3.05,30103.92,609.19,649.3,13.14,150.79,8,0.16,29,0,8,21,0,0.59,0,0.16,0.42,0,72,46,2,9,7,8,1.46,0.93,0.04,0.18,0.14,0.16,,
CJ0023,240,Practice,Monday (12/4),12/04/2023,7732,7685,Middle Blocker,23.41,220.87,37.09,0.39,5.29,110,7393,180,2,0.45,68,2.2,45601.31,356.03,983.56,7.68,281.77,5,0.04,47,0,15,32,0,0.37,0,0.12,0.25,0,123,41,20,54,3,5,0.96,0.32,0.16,0.42,0.02,0.04,,
CJ0023,241,Practice,Tuesday (12/5),12/05/2023,5302,5240,Middle Blocker,13,156.05,26.23,0.26,5.25,63,5049,127,1,0.46,39,2.24,24997.75,286.23,539.17,6.17,195.55,7,0.08,26,0,10,16,0,0.3,0,0.11,0.18,0,68,20,4,34,3,7,0.78,0.23,0.05,0.39,0.03,0.08,,
EZ002,2,Practice,Preseason Morning Practice 7,08/15/2023,9748,6321,Libero,7.99,406.58,68.84,0,4.93,35,5973,318,0,0.77,16,4.59,8308.72,78.87,265.11,2.52,483.41,3,0.03,16,0,4,12,0,0.15,0,0.04,0.11,0,47,0,36,7,0,4,0.45,0,0.34,0.07,0,0.04,,
EZ002,88,Practice,Preseason Afternoon Practice 6,08/15/2023,6939,6924,Libero,3.6,363.54,47.68,0,4.5,21,6666,235,0,0.6,8,3.59,8888.63,77.02,283.61,2.46,414.82,2,0.02,3,0,0,3,0,0.03,0,0,0.03,0,51,0,45,3,0,3,0.44,0,0.39,0.03,0,0.03,,
EZ002,107,Practice,Preseason Morning Practice 8,08/16/2023,7803,6167,Libero,4.37,386.17,54.48,0,4.64,25,5875,269,0,0.72,10,4.33,10679.88,103.91,340.76,3.32,445.02,0,0,8,0,2,6,0,0.08,0,0.02,0.06,0,62,0,50,5,0,7,0.6,0,0.49,0.05,0,0.07,,
EZ002,143,Practice,Preseason Afternoon Practice 7,08/16/2023,4013,3983,Libero,1.98,181.26,19.36,0,4.77,10,3876,94,0,0.51,4,3.05,3421.5,51.54,109.17,1.64,202.61,1,0.02,4,0,0,4,0,0.06,0,0,0.06,0,19,0,17,2,0,0,0.29,0,0.26,0.03,0,0,,
EZ002,158,Practice,Preseason Morning Practice 9,08/17/2023,7256,5375,Libero,5.14,355.29,47.84,0.08,5.2,26,5109,236,0,0.76,15,4.56,9276.97,103.56,296,3.3,408.35,0,0,13,0,0,13,0,0.15,0,0,0.15,0,49,0,37,12,0,0,0.55,0,0.41,0.13,0,0,,
EZ002,159,Practice,Day Before Scrimmage,08/18/2023,6011,5954,Libero,4.99,284.05,34.3,0,4.83,20,5766,167,0,0.54,10,3.26,6724.21,67.76,214.55,2.16,323.34,1,0.01,12,0,2,10,0,0.12,0,0.02,0.1,0,38,0,26,6,0,6,0.38,0,0.26,0.06,0,0.06,,
EZ002,160,Scrimmage,Maroon vs. Gold,08/19/2023,8799,6892,Libero,7.63,379.32,61.81,0.59,5.66,28,6580,284,1,0.65,14,3.91,10602.18,92.3,338.29,2.95,449.35,0,0,13,1,1,11,0,0.11,0.01,0.01,0.1,0,61,0,48,10,0,3,0.53,0,0.42,0.09,0,0.03,,
EZ002,162,Practice,Tuesday (8/22),08/22/2023,7752,5049,Libero,5.07,311.16,47.43,0.05,5.13,27,4814,224,0,0.72,15,4.32,7199.22,85.55,229.71,2.73,363.71,1,0.01,12,0,0,12,0,0.14,0,0,0.14,0,41,0,33,5,0,3,0.49,0,0.39,0.06,0,0.04,,
EZ002,168,Practice,Tuesday (8/29),08/29/2023,8575,6796,Libero,6.64,389.49,67.2,0.08,5.17,33,6449,316,0,0.68,17,4.09,10924.96,96.45,348.58,3.08,463.41,0,0,16,0,2,14,0,0.14,0,0.02,0.12,0,59,1,38,15,0,5,0.52,0.01,0.34,0.13,0,0.04,,
EZ002,169,Practice,Wednesday (8/30),08/30/2023,8204,7344,Libero,6.1,403.59,64.23,0,4.84,28,7026,312,0,0.64,15,3.87,11747.3,95.97,374.82,3.06,473.91,0,0,14,0,1,13,0,0.11,0,0.01,0.11,0,67,0,40,16,0,11,0.55,0,0.33,0.13,0,0.09,,
EZ002,173,Practice,Tuesday (9/5),09/05/2023,8216,6396,Libero,8.48,376.56,63.06,0.17,5.83,40,6081,283,1,0.7,23,4.21,10530.83,98.79,336.01,3.15,448.28,0,0,24,1,2,21,0,0.23,0.01,0.02,0.2,0,57,1,35,14,0,7,0.53,0.01,0.33,0.13,0,0.07,,
EZ002,174,Practice,Wednesday (9/6),09/06/2023,4838,4787,Libero,5.14,264.74,48.2,0,4.65,26,4540,220,0,0.66,12,3.99,8131.54,101.92,259.45,3.25,318.07,1,0.01,9,0,3,6,0,0.11,0,0.04,0.08,0,46,0,35,8,0,3,0.58,0,0.44,0.1,0,0.04,,
EZ002,181,Practice,Monday (9/11),9/11/23,8318,7303,Libero,11.03,430.43,74.35,0.1,5.14,50,6906,350,0,0.71,27,4.24,14276.55,117.29,455.52,3.74,515.92,0,0,32,0,2,30,0,0.26,0,0.02,0.25,0,78,0,52,18,0,8,0.64,0,0.43,0.15,0,0.07,,
EZ002,182,Practice,Tuesday (9/12),9/12/23,5337,5278,Libero,8.7,287.64,53.43,0.03,5.31,36,5000,240,0,0.66,16,3.98,8302.83,94.39,264.92,3.01,349.79,1,0.01,11,1,1,9,0,0.13,0.01,0.01,0.1,0,47,0,32,8,0,7,0.53,0,0.36,0.09,0,0.08,,
EZ002,183,Practice,Preseason Morning Practice 1,08/08/2023,02:19:20,01:43:46,Libero,2.1,357.14,42.4,0.01,5.04,00:00:12,01:40:05,00:03:27,00:00:00,0.64,00:00:04,3.87,6295.33,60.66,200.87,1.94,401.65,1,0.01,4,0,1,3,0,0.04,0,0.01,0.03,0,37,0,27,5,0,5,0.36,0,0.26,0.05,0,0.05,,
EZ002,184,Practice,Preseason Afternoon Practice 1,08/08/2023,01:57:08,01:56:51,Libero,1.45,376.34,56.91,0,4.32,00:00:09,01:52:01,00:04:39,00:00:00,0.62,00:00:01,3.72,6785.4,58.06,216.5,1.85,434.7,0,0,0,0,0,0,0,0,0,0,0,0,43,0,34,2,0,7,0.37,0,0.29,0.02,0,0.06,,
EZ002,185,Practice,Preseason Morning Practice 2,08/09/2023,02:48:05,02:04:03,Libero,4.6,442.39,46.93,0,4.83,00:00:20,01:59:49,00:03:55,00:00:00,0.66,00:00:09,3.98,5767.94,46.49,184.04,1.48,493.91,0,0,11,0,3,8,0,0.09,0,0.02,0.06,0,33,0,23,6,0,4,0.27,0,0.19,0.05,0,0.03,,
EZ002,186,Practice,Preseason Afternoon Practice 2,08/09/2023,01:38:12,01:37:53,Libero,2.73,304.14,49.43,0,4.82,00:00:16,01:33:32,00:04:02,00:00:00,0.61,00:00:07,3.64,8290.18,84.68,264.52,2.7,356.29,0,0,6,0,0,6,0,0.06,0,0,0.06,0,49,0,40,2,0,7,0.5,0,0.41,0.02,0,0.07,,
EZ002,188,Practice,Preseason Morning Practice 3,08/10/2023,02:23:55,01:45:34,Libero,3.89,366.33,46.02,0,4.76,00:00:18,01:42:01,00:03:44,00:00:00,0.66,00:00:08,3.94,7079.73,67.05,225.89,2.14,416.23,0,0,10,0,1,9,0,0.09,0,0.01,0.09,0,40,0,27,7,0,6,0.38,0,0.26,0.07,0,0.06,,
EZ002,188,Practice,Monday (9/18),09/18/2023,8393,6528,Libero,0.57,382.01,34.33,0,4.62,4,6340,181,0,0.64,1,3.83,3216.95,29.57,102.64,0.94,416.91,0,0,2,0,0,2,0,0.02,0,0,0.02,0,20,0,14,3,0,3,0.18,0,0.13,0.03,0,0.03,,
EZ002,189,Practice,Preseason Afternoon Practice 3,08/10/2023,01:45:12,01:44:40,Libero,3.95,349.55,39.64,0,4.96,00:00:17,01:40:57,00:03:23,00:00:00,0.63,00:00:06,3.76,8309.14,79.37,265.12,2.53,393.15,0,0,1,0,0,1,0,0.01,0,0,0.01,0,51,0,44,0,0,7,0.49,0,0.42,0,0,0.07,,
EZ002,190,Practice,Preseason Morning Practice 4,08/11/2023,02:28:16,01:33:11,Libero,6.01,358.61,55.82,0.04,5.13,00:00:26,01:28:22,00:04:26,00:00:00,0.75,00:00:11,4.51,6974.9,74.84,222.55,2.39,420.48,1,0.01,9,0,0,9,0,0.1,0,0,0.1,0,41,0,25,7,0,9,0.44,0,0.27,0.08,0,0.1,,
EZ002,191,Practice,Preseason Morning Practice 5,08/12/2023,02:16:33,02:06:40,Libero,6.08,387.85,66.46,0.02,5.04,00:00:28,02:00:55,00:05:14,00:00:00,0.61,00:00:15,3.63,8973.94,70.84,286.33,2.26,460.4,0,0,16,0,0,16,0,0.13,0,0,0.13,0,49,0,31,13,0,5,0.39,0,0.24,0.1,0,0.04,,
EZ002,192,Practice,Preseason Afternoon Practice 4,08/12/2023,01:43:25,01:43:16,Libero,2.61,350.67,62.1,0,4.76,00:00:15,01:37:59,00:04:59,00:00:00,0.67,00:00:05,4.02,12563.5,121.64,400.87,3.88,415.38,0,0,3,0,0,3,0,0.03,0,0,0.03,0,81,0,51,4,0,26,0.78,0,0.49,0.04,0,0.25,,
EZ002,193,Practice,Preseason Morning Practice 6,08/13/2023,02:47:43,02:46:55,Libero,2.94,503.43,48.86,0,4.67,00:00:17,02:42:35,00:04:01,00:00:00,0.55,00:00:05,3.33,7816.78,46.83,249.41,1.49,555.23,1,0.01,3,0,0,3,0,0.02,0,0,0.02,0,46,0,33,3,0,10,0.28,0,0.2,0.02,0,0.06,,
EZ002,193,Match,University of Washington,09/24/2023,7577,277,Libero,0,14.65,0.66,0,3.36,0,272,3,0,0.55,0,3.32,0,0,0,0,15.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
EZ002,194,Practice,Preseason Afternoon Practice 5,08/13/2023,00:59:37,00:59:19,Libero,4.22,182.49,21.41,0,4.51,00:00:14,00:57:12,00:01:50,00:00:00,0.58,00:00:03,3.51,3471.52,58.51,110.77,1.87,208.12,0,0,2,0,0,2,0,0.03,0,0,0.03,0,18,0,14,4,0,0,0.3,0,0.24,0.07,0,0,,
EZ002,194,Practice,Tuesday (9/26),09/26/2023,6871,6083,Libero,5.01,350.53,41.04,0,4.88,23,5851,207,0,0.65,12,3.91,7710.05,76.05,246.01,2.43,396.59,0,0,13,0,2,11,0,0.13,0,0.02,0.11,0,43,3,26,7,0,7,0.42,0.03,0.26,0.07,0,0.07,,
EZ002,195,Practice,Wednesday (9/27),09/27/2023,7084,6624,Libero,7.59,351.41,55.1,0.45,8.91,38,6329,255,2,0.63,22,3.75,10373.32,93.96,330.98,3,414.55,3,0.03,24,0,1,22,1,0.22,0,0.01,0.2,0.01,56,0,32,15,0,9,0.51,0,0.29,0.14,0,0.08,,
EZ002,199,Practice,Tuesday (10/03),10/03/2023,7876,7501,Libero,6.48,419.93,54.85,0.3,5.26,31,7205,261,2,0.64,22,3.85,10045.09,80.35,320.51,2.56,481.56,0,0,26,1,0,25,0,0.21,0.01,0,0.2,0,53,0,20,24,0,9,0.42,0,0.16,0.19,0,0.07,,
EZ002,200,Practice,Wednesday (10/4),10/04/2023,6362,5955,Libero,7.04,307.34,46.59,0,4.72,30,5708,218,0,0.61,14,3.64,9076.5,91.45,289.61,2.92,360.96,0,0,14,0,3,11,0,0.14,0,0.03,0.11,0,49,0,41,8,0,0,0.49,0,0.41,0.08,0,0,,
EZ002,201,Practice,Thursday (10/5),10/05/2023,5247,4021,Libero,1.68,227.29,25.34,0,4.68,8,3890,122,0,0.63,4,3.79,3329,49.67,106.22,1.58,254.32,0,0,3,0,0,3,0,0.04,0,0,0.04,0,20,0,12,2,0,6,0.3,0,0.18,0.03,0,0.09,,
EZ002,202,Match,USC,10/6/23,8558,1214,Libero,0.25,66.56,11.33,0,4.13,1,1165,53,0,0.64,0,3.86,139.43,6.89,4.45,0.22,78.14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.05,0,0.05,0,0,0,,
EZ002,204,Practice,Tuesday (10/10),10/10/2023,7534,7257,Libero,9.16,415.47,62.53,0,4.9,47,6914,294,0,0.67,29,4.03,14187.98,117.3,452.7,3.74,487.16,0,0,28,0,0,28,0,0.23,0,0,0.23,0,75,1,43,25,0,6,0.62,0.01,0.36,0.21,0,0.05,,
EZ002,205,Practice,Wednesday (10/11),10/11/2023,8473,7998,Libero,17.4,479.1,91.76,0.1,5.33,85,7486,424,1,0.74,50,4.41,25087.59,188.2,800.47,6.01,588.36,2,0.02,57,0,6,51,0,0.43,0,0.05,0.38,0,131,2,82,41,0,6,0.98,0.02,0.62,0.31,0,0.05,,
EZ002,208,Practice,Tuesday (10/17),10/17/2023,7865,7562,Libero,14.85,457.13,90.66,0.37,5.22,60,7097,406,2,0.74,38,4.47,15868.74,125.91,506.33,4.02,563.01,0,0,43,1,1,41,0,0.34,0.01,0.01,0.33,0,83,2,46,29,0,6,0.66,0.02,0.36,0.23,0,0.05,,
EZ002,209,Practice,Wednesday (10/18),10/18/2023,7245,7241,Libero,8.37,346.8,50.36,0,4.93,47,6899,295,0,0.69,24,3.36,19746.81,163.62,630.06,5.22,405.53,1,0.01,3,0,2,1,0,0.02,0,0.02,0.01,0,120,0,64,23,0,33,0.99,0,0.53,0.19,0,0.27,,
EZ002,214,Practice,Tuesday (10/24),10/24/2023,8322,8153,Libero,8.83,398.64,83.89,0.23,5.94,47,7637,469,1,0.75,24,3.62,17329.1,127.53,552.92,4.07,491.59,2,0.01,6,1,4,1,0,0.04,0.01,0.03,0.01,0,105,2,42,21,2,38,0.77,0.01,0.31,0.15,0.01,0.28,,
EZ002,215,Practice,Wednesday (10/25),10/25/2023,7413,7382,Libero,2.96,337.27,56.88,0,4.98,15,7037,329,0,0.67,7,3.23,8943.87,72.69,285.37,2.32,397.1,2,0.02,2,0,0,2,0,0.02,0,0,0.02,0,64,0,24,7,0,33,0.52,0,0.2,0.06,0,0.27,,
EZ002,216,Practice,Thursday (10/26),10/26/2023,5672,5614,Libero,2.68,279.61,50.38,0.03,5.11,17,5302,295,0,0.73,7,3.56,9845.05,105.22,314.13,3.36,332.7,0,0,1,0,0,1,0,0.01,0,0,0.01,0,69,0,20,12,0,37,0.74,0,0.21,0.13,0,0.4,,
EZ002,219,Practice,Tuesday (10/31),10/31/2023,8355,8326,Libero,5.82,379.32,60.48,0,4.91,34,7938,353,0,0.66,16,3.21,13021.17,93.84,415.47,2.99,445.62,0,0,1,0,0,1,0,0.01,0,0,0.01,0,78,1,44,13,0,20,0.56,0.01,0.32,0.09,0,0.14,,
EZ002,220,Practice,Wednesday (11/1),11/01/2023,7874,7858,Libero,4.06,331.06,44.18,0,5.01,23,7575,260,0,0.6,11,2.9,7558.43,57.71,241.17,1.84,379.3,0,0,4,0,2,2,0,0.03,0,0.02,0.02,0,50,0,21,8,0,21,0.38,0,0.16,0.06,0,0.16,,
EZ002,223,Practice,Tuesday (11/7),11/07/2023,9574,8746,Libero,11.01,395.74,78.19,0.41,5.22,62,8237,443,3,0.69,45,3.33,23642.23,162.2,754.36,5.18,485.35,2,0.01,5,0,1,4,0,0.03,0,0.01,0.03,0,143,0,36,53,0,54,0.98,0,0.25,0.36,0,0.37,,
EZ002,224,Practice,Wednesday (11/8),11/08/2023,5823,5735,Libero,5.27,252.51,40.05,0.11,5.34,29,5464,242,1,0.64,20,3.12,12872.62,134.67,410.73,4.3,297.93,0,0,6,0,0,6,0,0.06,0,0,0.06,0,76,0,29,25,0,22,0.8,0,0.3,0.26,0,0.23,,
EZ002,225,Match,Colorado,11/9/23,7443,895,Libero,0.63,46.86,9.91,0,4.65,4,835,56,0,0.79,2,3.85,1728.21,115.86,55.14,3.7,57.4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,2,0,4,0.74,0,0.34,0.13,0,0.27,,
EZ002,227,Practice,Tuesday (11/14),11/14/2023,8926,8460,Libero,9.19,342.06,61.76,0.12,5.24,50,8068,341,1,0.61,29,2.93,16403.08,116.33,523.38,3.71,413.13,0,0,3,0,1,2,0,0.02,0,0.01,0.01,0,97,0,38,34,0,25,0.69,0,0.27,0.24,0,0.18,,
EZ002,228,Practice,Wednesday (11/15),11/15/2023,7299,7244,Libero,7.84,289.85,47.67,0.08,5.25,36,6941,266,1,0.59,24,2.86,10924.9,90.49,348.58,2.89,345.43,0,0,9,0,3,6,0,0.07,0,0.02,0.05,0,67,2,24,15,0,26,0.55,0.02,0.2,0.12,0,0.22,,
EZ002,230,Match,Oregon,11/17/23,7600,818,Libero,0.28,39.78,8.4,0,3.94,2,768,49,0,0.73,0,3.55,1102.51,80.87,35.18,2.58,48.46,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,7,0.66,0,0.15,0,0,0.51,,
EZ002,231,Match,Oregon State,11/19/2023,8252,2878,Libero,0.48,116.73,27.1,0,3.87,3,2723,153,0,0.62,0,3.01,1956.59,40.79,62.43,1.3,144.31,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,15,0.38,0,0.06,0,0,0.31,,
EZ002,232,Practice,Monday (11/20),11/20/2023,5344,5225,Libero,4.99,232.32,44.21,0,4.92,26,4951,248,0,0.67,14,3.23,9364.96,107.54,298.81,3.43,281.52,1,0.01,6,0,3,3,0,0.07,0,0.03,0.03,0,59,1,14,16,0,28,0.68,0.01,0.16,0.18,0,0.32,,
EZ002,233,Match,WSU,11/22/2023,9105,9046,Libero,0.46,278.69,36.81,0,4.53,3,8841,203,0,0.43,1,2.1,1435.01,9.52,45.79,0.3,315.96,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,9,0.08,0,0.02,0,0,0.06,,
EZ002,234,Match,Arizona,11/25/2023,6234,6213,Libero,0.74,182.94,27.51,0,4.65,3,6061,149,0,0.42,1,2.04,1470.39,14.2,46.92,0.45,211.19,1,0.01,1,0,0,1,0,0.01,0,0,0.01,0,12,0,3,0,0,9,0.12,0,0.03,0,0,0.09,,
EZ002,235,Practice,Monday (11/27),11/27/2023,7176,7149,Libero,3.01,306.62,58.35,0,5,17,6795,336,0,0.64,9,3.09,8464.05,71.04,270.06,2.27,367.97,0,0,2,0,2,0,0,0.02,0,0.02,0,0,56,2,12,12,0,30,0.47,0.02,0.1,0.1,0,0.25,,
EZ002,236,Practice,Tuesday (11/28),11/28/2023,7523,7237,Libero,3.71,298.51,56.29,0,4.77,19,6905,313,0,0.61,9,2.97,8616.02,71.43,274.91,2.28,358.5,2,0.02,4,0,4,0,0,0.03,0,0.03,0,0,62,2,12,9,0,39,0.51,0.02,0.1,0.07,0,0.32,,
EZ002,237,Practice,Wednesday (11/29),11/29/2023,4569,4532,Libero,4.05,205.36,28.45,0,4.95,23,4344,165,0,0.65,15,3.15,7806.88,103.36,249.1,3.3,237.86,0,0,1,0,1,0,0,0.01,0,0.01,0,0,46,0,14,16,0,16,0.61,0,0.19,0.21,0,0.21,,
EZ002,238,Match,Georgia,12/01/2023,5327,2302,Libero,0.53,109.48,21.8,0,4.48,3,2175,123,0,0.71,1,3.44,761.09,19.84,24.28,0.63,131.81,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,5,0.18,0,0.05,0,0,0.13,,
EZ002,239,Match,BYU,12/2/23,5480,2068,Libero,1.08,103.75,23.81,0,4.91,6,1931,131,0,0.77,2,3.73,1116.29,32.39,35.62,1.03,128.64,0,0,1,0,1,0,0,0.03,0,0.03,0,0,10,0,1,0,0,9,0.29,0,0.03,0,0,0.26,,
